expocode,start_date,end_date,map,legs,region,alias,ship,chief_scientist,carbon_PI,hydrography_PI,oxygen_PI,nutrients_PI,cfc_PI,organics_PI,isotopes_PI,other_pi,measurements,cruise_references,data_files,metadata_report,QC_details
18DD20080131,2008-01-31,2008-02-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18DD20080131,Pacific,"Station P, Line P",John P. Tully,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, SILCAT, PHSPHT, TCARBN, ALKALI, PH_TOT, PH_TMP",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18DD20080131
18DD20080813,2008-08-13,2008-08-22,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18DD20080813,Pacific,"Station P, Line P",John P. Tully,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, SILCAT, PHSPHT, TCARBN, ALKALI, PH_TOT, PH_TMP/td>",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18DD20080813
18EN19850212,1981-02-11,1981-02-11,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18EN19850212,Pacific,"Station P, Line P",Endeavour,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18EN19850212
18EN19870330,1987-03-30,1987-04-04,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18EN19870330,Pacific,"Station P, Line P",Endeavour,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18EN19870330
18EN19870717,1987-07-17,1987-07-22,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18EN19870717,Pacific,"Station P, Line P",Endeavour,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18EN19870717
18EN19911017,1991-10-17,1991-10-30,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18EN19911017,Pacific,"Station P, Line P",Endeavour,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18EN19870717
18EN19920326,1992-03-26,1992-04-10,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18EN19920326,Pacific,"Station P, Line P",Endeavour,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18EN19920326
18PZ19850429,1985-04-29,1985-05-04,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19850429,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19850429
18PZ19850811,1985-08-11,1985-08-18,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19850811,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19850811
18PZ19860711,1982-07-10,1982-07-10,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19860711,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19860711
18PZ19861014,1986-10-14,1986-10-28,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19861014,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19861014
18PZ19870923,1987-09-23,1987-10-12,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19870923,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19870923
18PZ19871124,1987-11-24,1987-11-29,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19871124,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19871124
18PZ19880502,1988-05-02,1988-05-16,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19880502,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19880502
18PZ19880628,1988-06-28,1988-07-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19880628,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19880628
18PZ19881129,1988-11-29,1988-12-11,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19881129,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19881129
18PZ19890501,1989-05-01,1989-05-06,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19890501,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19890501
18PZ19891003,1989-10-03,1989-10-18,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19891003,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19891003
18PZ19900509,1990-05-09,1990-05-27,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19900509,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19900509
18PZ19900822,1990-08-22,1990-09-01,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19900822,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19900822
18PZ19910428,1991-04-28,1991-05-08,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/Line_P_map.jpg,18PZ19910428,Pacific,"Station P, Line P",Parizeau,IOS / Canada,"J. Christian, L. Miller, M. D., J. Linguanti",IOS / Canada,IOS / Canada,IOS / Canada,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, PHSPHT, ALKALI, TCARBN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0110260/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0110260.html,https://glodapv2.geomar.de/adjustments/show/18PZ19910428
21OR19901011,1990-10-11,1990-10-15,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/21OR19901011.png,21OR19901011,Pacific,21OR257_1,Ocean Researcher 1,Cho-Teng Liu (NTU),,Cho-Teng Liu,Cho-Teng Liu,Cho-Teng Liu,,,,,"CTDPRS, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115600/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115600.html,https://glodapv2.geomar.de/adjustments/show/21OR19901011
21OR19910626,1991-06-26,1991-07-04,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/21OR19910626.png,21OR19910626,Pacific,21OR287_1,Ocean Researcher 1,Cho-Teng Liu,,Cho-Teng Liu,Cho-Teng Liu,Cho-Teng Liu,,,,,"CTDPRS, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115598/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115598.html,https://glodapv2.geomar.de/adjustments/show/21OR19910626
21OR19910708,1991-07-08,1991-07-12,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0143948/21OR19910708.jpg,21OR19910708,Pacific,21OR287/2,Ocean Researcher 1,Cho-Teng Liu,,Cho-Teng Liu,Cho-Teng Liu,Cho-Teng Liu,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0143948/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0143948.html,https://glodapv2.geomar.de/adjustments/show/21OR19910708
21OR20080102,2008-01-02,2008-01-09,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/ORI_855.jpg,21OR20080102,Pacific,ORI-855,Ocean Researcher 1,Wen-Chen Chou,Wen-Chen Chou,Gwo-Ching Gong,Gwo-Ching Gong,Gwo-Ching Gong,,,,,"CTDTMP, CTDSAL, TCARBN, ALKALI, PH_TOT",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/21OR20080102.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0109902/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0109902.html,https://glodapv2.geomar.de/adjustments/show/21OR20080102
29HE19951203,1995-12-03,1996-01-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/29HE19951203.jpg,29HE19951203,Pacific,Fruela-95,Hesperides,"R. Anadon, M. Estrada",A. Rios,O. Lopez,C. Castro,C. Castro,,M. Doval,,,"CTDTMP, CTDSAL, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, ALKALI, PH_SWS, PH_TEMP, POC, PON, DOC, CHLORA, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/29HE19951203.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113549/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113549.html,https://glodapv2.geomar.de/adjustments/show/29HE19951203
29HE19960117,1996-01-17,1996-02-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/29HE19960117.jpg,29HE19960117,Pacific,Fruela-96,Hesperides,"R. Anadon, M. Estrada",A. Rios,M. Garcia,C. Castro,C. Castro,,M. Doval,,,"CTDTMP, CTDSAL, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, ALKALI, PH_SWS, PH_TEMP, POC, PON, DOC, CHLORA, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/29HE19960117.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113755/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113755.html,https://glodapv2.geomar.de/adjustments/show/29HE19960117
316N19920502,1992-05-02,1992-07-30,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/316N19920502.png,"316N19920502,316N19920530,316N19920713",Pacific,"316N138_3, WOCE P6E, 316N138_4, WOCE P6C, 316N138_5, WOCE P6W",Knorr,"H. Bryden, M. McCartney, J. M. Toole","K. Johnson, K. Wilke, C. Neil, D. Hunter, M. Haines, V. Coles","H. Bryden, M. Schwartz",G. Knapp,"L. Gordon, A. Ross, H. Garcia","R. Weiss, K. Sullivan, Van Woy,",,"R. Key, R. Rotter, B. Jenkins, M. Mathewson",,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, HELIUM, DELHE3, DELC14, DELC13, NEON, TCARBN, PCO2, PCO2TMP, C14ERR, HELIER, DELHER, NEONER,THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/316N19920502.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115018/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115018.html,https://glodapv2.geomar.de/adjustments/show/316N19920502
316N19920901,1992-09-01,1992-09-15,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/316N19920901.png,316N19920901,Pacific,"316N138_7, WOCE P14C",Knorr,D. Roemmich,"J. Downing, L. Bingler",D. Roemmich,D. Roemmich,D. Roemmich,M. Warner,,"R. Key, W. Jenkins",,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC12, TRITUM, HELIUM, DELHE3, DELC14, DELC13, NEON, C14ERR, HELIER",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115700/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115700.html,https://glodapv2.geomar.de/adjustments/show/316N19920901
316N19921006,1992-10-06,1992-11-26,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/316N19921006.png,316N19921006,Pacific,"Juno 9 / 316N138_9, WOCE P16A/P17A",Knorr,J. Reid,"D. Chipman, T. Takahashi, C. Keeling","J. Reid, J. Swift","J. Reid, J. Swift","J. Reid, J. Swift, L. Gordon","J. Bullister, W. Smethie",,"R. Key, J. Lupton, W. Jenkins",,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, HELIUM, DELHE3, DELC14, DELC13, C14ERR, NEON, TCARBN",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/316N19921006.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115156/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115156.html,https://glodapv2.geomar.de/adjustments/show/316N19921006
316N19921204,1993-12-04,1993-01-22,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/316N19921204.png,316N19921204,Pacific,"316N138_10, WOCE P17E/P19S",Knorr,James Swift,"D. Chipman, T. Takahashi, C. Keeling","J. Reid, J. Swift","J. Reid, J. Swift","J. Reid, J. Swift, L. Gordon",W. Smethie,,"R. Key, J. Lupton, W. Jenkins",,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, HELIUM, DELHE3, DELC14, DELC13, C14ERR, NEON, TCARBN",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/316N19921204.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115156/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115156.html,https://glodapv2.geomar.de/adjustments/show/316N19921204
316N19930222,1993-02-22,1993-04-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/316N19930222.png,316N19930222,Pacific,"316N138_12, WOCE P19C",Knorr,L. Talley,"D. Chipman, Taro Takahashi, C. Keeling","L. Talley, J. Swift, and M. Tsuchiya","L. Talley, J. Swift, and M. Tsuchiya","L. Talley, J. Swift, and M. Tsuchiya, L. Gordon",R. Fine,,"R. Key, G. Rau, J. Lupton",Bio-optics: J. Marra,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, TRITUM, HELIUM, DELHE3, DELC14, DELC13, C14ERR, NEON, TCARBN",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/316N19930222.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115156/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115156.html,https://glodapv2.geomar.de/adjustments/show/316N19930222
316N20050821,2005-08-21,2005-10-06,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/AAIW05_map.jpg,316N20050821,Pacific,AAIW05,Knorr,T. Chereskin,A. Dickson,"L. Talley, J. Swift","L. Talley, J. Swift","L. Talley, J. Swift",R. Fine,,,,"CTDTMP, CTDOXY, CTDSAL, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, CCL4, TCARBN, ALKALI",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0108071/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0108071.html,https://glodapv2.geomar.de/adjustments/show/316N20050821
316N20060130,2006-01-30,2006-03-14,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/316N20060130.jpg,316N20060130,Pacific,"AAIW, KN182-11, SAMFLOC",Knorr,"B. Sloyan, L. Talley",,L. Talley,L. Talley,L. Talley,,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115593/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115593.html,https://glodapv2.geomar.de/adjustments/show/316N20060130
318M19730822,1973-08-22,1974-06-09,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117677/GEOSECS_PAC.jpg,"318M19730822,318M19730915,318M19731007,318M19731031,318M19731204,318M19740102,318M19740205,318M19740313,318M19740412,318M19740513",Pacific,GEOSECS_Pacific,Melville,"W.Broecker, T.Takahashi, D.Spencer, R.Weiss, P.Biscaye, J.Edmond, H.Craig, P.Brewer","T. Takahashi, R. Williams, R. Weiss, A. Mantyla",,,,,,G. Östlund,,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, TRITUM, TRITER, DELHE3, DELHER, DELC14, C14ERR, RA-226, RA-226E, RA-228, RA-228E, RA-8/6, RA-8/6E, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/318M19730822.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117677/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0117677.html,https://glodapv2.geomar.de/adjustments/show/318M19730822
